,ORO,TMT,TAB,THD,TFR
2018-03-01,2.58188703204,0.07454783076,0.0454167336,0.01585391844,0.01327717872
2018-04-01,3.00101613516,0.08738465712,0.05743329576,0.01610554836,0.013845813
2018-05-01,2.97212433312,0.08460069276,0.0545444856,0.0161955924,0.01386061476
2018-06-01,2.77907114484,0.08396668404,0.05350342848,0.01632634128,0.01413691428
2018-07-01,2.39780124336,0.08743893024,0.05733708432,0.01625603292,0.013845813
2018-08-01,1.9695961944,0.08882536176,0.05865444096,0.01628686992,0.01388405088
2018-09-01,1.6833153542400001,0.08434166196,0.05468756928,0.016096914,0.01355717868
2018-10-01,1.45413847068,0.08143558308,0.05130783408,0.01617585672,0.01395189228
2018-11-01,1.2703240476,0.08860950276,0.05836087272,0.01621162764,0.0140370024
2018-12-01,1.27253937768,0.08412456948,0.05388087336,0.01621532808,0.01402836804
2019-01-01,1.73172944424,0.0867568158,0.05617391268,0.01631523996,0.01426766316
2019-02-01,2.69944137648,0.07489443864,0.04744704168,0.01524951324,0.01219788372
2019-03-01,3.5145977358000002,0.07748351316,0.04933796652,0.01567012992,0.01247541672
2019-04-01,4.05228276912,0.0862387542,0.05748263496,0.01587365412,0.01288246512
2019-05-01,4.26951339888,0.0845303844,0.05559664404,0.015881055,0.01305268536
2019-06-01,4.26471639516,0.08633003172,0.05743329576,0.01587365412,0.01302308184
2019-07-01,3.83244456264,0.0876880932,0.05777496972,0.01620422676,0.01370889672
2019-08-01,3.25307900664,0.09124174908,0.062232766440000004,0.01593286116,0.01307612148
2019-09-01,2.74854374832,0.08513108916,0.05588404488,0.01605867612,0.01318836816
2019-10-01,2.5224666,0.08261725692,0.05228351676,0.01623629724,0.01409744292
2019-11-01,2.37074856,0.08296263132,0.05307911136,0.0160229052,0.01386061476
2019-12-01,2.56440492,0.08151329232,0.05270413344,0.0156590286,0.01315013028
2020-01-01,2.71858992,0.0845180496,0.05425955172,0.01617585672,0.01408264116
2020-02-01,2.77779696,0.08485849008,0.054735675,0.0161092488,0.01401356628
2020-03-01,2.82960312,0.08654465724,0.05665620336,0.016066077,0.01382237688
2020-04-01,3.0713652,0.07080298548,0.04106378268,0.01604634132,0.01369286148
2020-05-01,2.99488944,0.08002448196,0.050708362800000004,0.0160229052,0.01329321396
2020-06-01,2.68775292,0.07951135428,0.0498387594,0.01618449108,0.0134881038
2020-07-01,2.31400848,0.0876449214,0.0576775248,0.01617585672,0.01379153988
2020-08-01,2.1030834,0.08064985632,0.050295147,0.01630290516,0.01405180416
2020-09-01,2.01180588,0.08514219048,0.0555004326,0.01596369816,0.01367805972
2020-10-01,1.85392044,0.072559461,0.0432149718,0.01590079068,0.01344369852
2020-11-01,1.6158588,0.08444157384,0.05492563092,0.01594396248,0.01357198044
2020-12-01,1.52581476,0.06650554116,0.0362458098,0.01618449108,0.01407524028
2021-01-01,1.52828172,0.07582324908,0.04691417832,0.01571330172,0.01319576904
2021-02-01,1.6590306,0.07532615664,0.04567946484,0.01598343384,0.01366325796
2021-03-01,1.7700438,0.08548263096,0.05602959552,0.01586625324,0.0135867822
2021-04-01,1.83295128,0.08710589064,0.05641444128,0.0163312752,0.01436017416
2021-05-01,1.65409668,0.08455012008,0.055309243200000004,0.01584281712,0.01339805976
2021-06-01,1.39136544,0.08674694796,0.05709285528,0.01599083472,0.01366325796
2021-07-01,1.0911364080000001,0.09628421532,0.06580369104,0.01628316948,0.0141973548
2021-08-01,0.98616726,0.09688121964,0.06657954996,0.01620422676,0.01409744292
2021-09-01,0.971488848,0.09713531652,0.0667867746,0.0162140946,0.01413691428
2021-10-01,1.20842555424,0.0904387536,0.06038131296,0.016114182720000002,0.0139444914
2021-11-01,1.30131646608,0.09943822368,0.0696176112,0.0159920682,0.01382977776
2021-12-01,1.67664592788,0.08861690364,0.05889990348,0.01596986556,0.01374590112
2022-01-01,2.02480552572,0.0835127634,0.05345532276,0.01605127524,0.0140061654
